,URL,Date,Title,Description,Clicks,Impressions,CTR,Poisition,Length
10,https://www.uselessthingstobuy.com/product/marshall-compact-refrigerator-2019/,"Mon, 25 Feb 2019 15:34:27 +0000",marshal compact refriger 2019,marshal compact refriger 2019 alway thought music beer time get useless fridg room music studio 44 cu ft fridg authent marshal look conveni storag higheffici freezer energi star compliant cpc free 44 cu ft fridg authent marshal look higheffici freezer energi star compliant cpc free marshal compact refriger ship within usa ship apo afo po box prvi hi ship lower 48 state marshal fridg proud featur authent marshal amp part genuin marshal logo fret cloth knob go 11 brass finish facepl custom brand glass shelv marshal fridg ultim combin rock refriger hold total 36 small can 18 larg can 28 beer bottl 8 wine bottl unit height top door hing 32″ unit width 2025″ unit depth 24″ refriger capac 4 cubic feet freezer capac 04 cubic feet total capac 44 cubic feet adjust fridg temperatur 34 48 degre adjust freezer temperatur 21 32 degre arctic blue interior led light adjust front leg adjust temper glass shelv cfcfree quiet low decibel compressor box unit weight 617 lbs,81.0,5110.0,0.015851272015655574,25.1146771037182,967
11,https://www.uselessthingstobuy.com/product/bathroom-night-light-motion-detector/,"Mon, 15 Apr 2019 19:06:19 +0000",bathroom toilet night light motion detector,introduc bathroom toilet night light light sensor activ also turn automat find way toilet dark night light come 8 differ color addit option rotat toilet light color everi 15 second fun everyon fed get lost dark find bathroomit also great idea help potti train bathroom toilet night light easi oper instal first oper aaa batteri second fit toilet last soft pvc neck flexibl easi attach toilet bowl sturdi materi work shape,2.0,1590.0,0.0012578616352201255,71.81320754716981,421
12,https://www.uselessthingstobuy.com/product/the-big-baguette-shaped-pillow/,"Tue, 16 Apr 2019 14:56:34 +0000",big baguett shape pillow,introduc big baguett shape pillow feel cute french today love big pillow love french bread big baguett pillow perfect love baguett shape pillow look like reallif baguett innov bread plush cushion made soft plush fill high qualiti polypropylen fiber cotton pillow feel super comfort addit great gift friend cours best choic birthday holiday christma new year final wonder gift foodi friend plus it pretti big big allinal pillow hilari fun tri pair wine shape pillow,11.0,2394.0,0.004594820384294068,22.66457811194653,464
13,https://www.uselessthingstobuy.com/product/diy-back-shaver-for-back-hair-removal/,"Tue, 16 Apr 2019 15:20:07 +0000",diy back shaver back hair remov,introduc diy back shaver back hair remov don't need awkward ask someon els shave back anymor uniqu back shaver blade go work new ergonom sshape handl grant access hardtoreach area appli enough pressur close shave perfect men women look easi solut back hair remov product realli useless fact necessari love one hair back back shaver back hair remov longer shi take shirt addit shave wet dri hassl super conveni way shave back hair plus back hair shaver blade replac replac blade don't wast 1000 hardearn dollar wax hair remov treatment don't mess around electr back shaver cheap knock off rust cut bakblad easi use requir batteri offer afford replac blade they'v got bak,8.0,26314.0,0.0003040206734057916,60.376263585923844,669
14,https://www.uselessthingstobuy.com/product/stabbed-man-pencil-holder/,"Wed, 17 Apr 2019 14:23:16 +0000",stab man pencil holder,look amaz stab man pencil holder great choic offic pencil holder amus uniqu red silicon decor desk top stationeri holder shape dead fred great altern averag pen tray also perfect unusu funni gift friend offic school classroom colleg univers home plus make desk tidi worktop stay organ keep favorit pen one fix locat final imagin ex enemi annoy cowork stab man pencil holder ad psycholog benefit useless realli also make great holder knife shape key measur 13 x 65 x 25 cm – small compact fit nice even crowd desk,23.0,964.0,0.023858921161825725,32.77074688796681,512
15,https://www.uselessthingstobuy.com/product/house-cleaning-dust-mop-slippers/,"Fri, 19 Apr 2019 12:07:34 +0000",hous clean dust mop slipper,dust mop slipper stretchi fit perfect shoe sock barefeet put regular mop made chenill fibr materi plus soft flexibl warm import dust mop slipper strong decontamin water absorpt abil easili clean dust dirt pet hair mop slipper whole famili clean togeth mean enjoy housework kid fun clean time perfect kitchen home offic use packag includ 4 pair shoe cover make set 8 4 differ bright color blue green purpl orang dust mop slipper wonder gift pet owner,3.0,1871.0,0.0016034206306787815,54.15820416889364,449
16,https://www.uselessthingstobuy.com/product/imperial-osetra-caviar-4-pounds-64oz/,"Mon, 22 Apr 2019 23:11:54 +0000",imperi osetra caviar 4 pound 64oz,queen king dine imperi osetra caviar chanc live high life dine fine food imagin uniqu clean sweet crisp “nutty” flavor gentl fill palat everi singl grain light pop mouth plus legend talk heal power abil improv stamina osetra imperi golden caviar worth everi dollar come 4pound 64oz also top product marki caviar food great gift food connoisseur seek finest thing life live luxuri tri delici caviar,0.0,3684.0,0.0,36.438110749185675,397
17,https://www.uselessthingstobuy.com/product/nicolas-cage-sequin-pillow-case/,"Tue, 23 Apr 2019 00:11:01 +0000",nicola cage sequin pillow case,fan nicola cage nicola cage sequin pillow case made rub hand sequin reveal sexi face nicola cage pillow case definit nation treasur curl couch pillow read wise word advic nicola cage book nicola cage pillow case made premiumqu sequin measur 157”x157” nicola cage pillow case lightweight durabl plus hide show face rub hand “mermaid” style sequin buy pillow case add stylish sexi fun room order includ pillow cover pillow includ pillow cover creat perfect shape pillow also come lifetim warranti 100 refund replac support,20.0,18911.0,0.0010575855322299194,6.538734070117921,520
18,https://www.uselessthingstobuy.com/product/led-light-up-false-eyelashes/,"Tue, 23 Apr 2019 12:16:57 +0000",led light fals eyelash,led light fals eyelash look amaz would perfect rave music festiv mardi gras halloween pride parad danc show kind celebr eyelash come 12 flash mode switch first press button 34second light turn next press see flash mode import light eyelash safe lightweight use medic instrument led chip low color temperatur heat caus harm eye plus lightup eyelash lightweight 10 gram light feather easi appli remov first use lash adhes stick eyelid second uniqu clip attach behind head hair cloth hide thin transpar power wire addit led light long batteri work time even keep 24 month warranti lifetim friend custom servic led fals eyelash includ cr2032 batteri last 140 hour led chip smd0603 lifespan 510 year led light fals eyelash replac batteri run,0.0,535.0,0.0,43.80373831775701,736
19,https://www.uselessthingstobuy.com/product/mermaid-tail/,"Wed, 24 Apr 2019 07:09:38 +0000",mermaid tail,mermaid tail 100 useless ever want mermaid tail ever want reenact littl mermaid “under sea” swim pool must get beauti useless item mermaid tail made usa bestsel highest review swimmabl mermaid tail world know you'r get best qualiti revolutionari patent tip reinforc technolog protect tip tail hole tear shred need tip protector tape mermaid forev plus swim faster includ fin fun monofin pool ocean engin fin fun monofin creat natur mermaid motion unbreak fin neopren cover mermaid engin class colleg premium qualiti mermaiden collect mermaid tail resist effect sun pool chemic tail keep glorious color mention come differ color tri mermaid shell hair brush feel like mermaid bathroom,3.0,3760.0,0.0007978723404255319,60.254787234042546,683
20,https://www.uselessthingstobuy.com/product/the-rose-wine-bottle-pool-float/,"Wed, 24 Apr 2019 07:31:20 +0000",rosé wine bottl pool float,love rosé pool take look huge rosé wine bottl pool float rosé wine bottl pool float known rosé floaté® origin rosé wine bottl pool float premium pool float hot new accessori event sun pool lake river beach first note giant size 7 ft tall inflat wine bottl float truli larger life imagin loung comfort float relax pool plus get great instagram pictur second one kind center attent birthday bachelorett parti summer pool event plus packag cute individu float come packag cute pink box make great gift love wine summer fun final enjoy premium qualiti rosé floaté featur high qualiti vinyl 30mm thick extra larg valv high durabl inflat pump within 5 minut addit includ repair patch need everi unit individu inflat inspect packag seal product,15.0,2105.0,0.007125890736342044,21.524465558194777,737
21,https://www.uselessthingstobuy.com/product/20-pack-of-pool-drink-floats/,"Wed, 24 Apr 2019 10:26:49 +0000",20 pack pool drink float,get readi summer 20 pack pool drink float 80 useless 100 fun pool drink float come mani shape umbrella flamingo wing blue donut crab duck strawberri white goos red lip love pink donut kiwifruit cactus bear spot donut watermelon yellow lemon green lemon rainbow toucan style wow cute fashion water toy plus drink float light inflat quick import make pool parti blast imagin cute littl shape float around pool keep drink safe addit pool drink float good qualiti featur highqual waterproof materi easi fill deflat safe use multipl time inflat effortless 10 second make splash next beach parti pool parti ps use drink holder also pool bath toy kid cute multi shape love adult kid swim well amaz mermaid tail gorgeous rose wine bottl pool float,5.0,927.0,0.005393743257820928,37.593311758360294,739
22,https://www.uselessthingstobuy.com/product/microwave-for-one-cookbook/,"Wed, 24 Apr 2019 10:52:11 +0000",microwav one cookbook,live alon unsur cook buy microwav one cookbook first recip onlin alway eight peopl microwav meal one shitti well answer problem make delici meal quick easi fast easi econom recip microwav one cookbook one ideal individu whether live alon share busi modern household cookbook breakfast dinner prepar fresh delici meal satisfi person tast without wast food overh kitchen messi cleanup independ strong mayb don't oven tini flat care great gift colleg student anyon afraid stove oven,0.0,252.0,0.0,29.432539682539684,479
23,https://www.uselessthingstobuy.com/product/tiny-dick-adventures-penis-coloring-book/,"Wed, 24 Apr 2019 11:22:32 +0000",tini dick adventur peni color book,introduc cutest peni color book planet big adventur tini dick don't big great thing tini dick prove hilari fun color book td isn't huge make giant person fun adventur book great bachelorett parti bore friday night home alon send tini exboyfriend laugh loud color peni color book best sell author fuck ador book come bonus set paper dick,66.0,9445.0,0.00698782424563261,17.786236103758604,336
24,https://www.uselessthingstobuy.com/product/mrs-pac-man-full-arcade-game/,"Wed, 24 Apr 2019 12:31:06 +0000",mrs pacman full arcad game,becom mrs pacman master full mrs pacman arcad game ms pacman galaga arcad cabinet class 1983 arcad size home edit authent reproduct origin game made specif home use ident origin coinoper version without need coin play ms pacman galaga unlock 4 bonus game pacman speedi pacman speedi ms pacman rapid fire galaga ms pacman galaga cabinet featur real arcad control 24″ commerci arcad monitor side cabinet reproduct artwork origin icon arcad game game cabinet measur 245″w x 3325″d x 68″h weigh 275 lbs great gift boy girl alik suggest put one offic happi employe,2.0,677.0,0.0029542097488921715,49.13737075332349,559
25,https://www.uselessthingstobuy.com/product/mini-wacky-waving-inflatable-tube-man/,"Wed, 24 Apr 2019 12:46:59 +0000",mini wacki wave inflat tube man,first kind miniatur wacki wave mini inflat tube man perfect desktop companion tini market tool hilari gift final joyous danc tube man avail tini deskfriend size box includ 18inch mini inflat tube man fan base make danc wiggl shake like real thing batteri includ 32page mini book explor larger life utter surpris origin everyon favorit flail arm man note product power 9volt batteri specif ac adapt batteri ac adapt includ purchas pleas read follow specif power suppli sheet includ box ensur optim perform batteri must new use recharg must fulli charg,51.0,12448.0,0.004097043701799486,47.814910025706936,550
26,https://www.uselessthingstobuy.com/product/lazer-tag-set/,"Wed, 24 Apr 2019 19:12:40 +0000",lazer tag set,lazer tag evolv simpl set power tag bonus pack offer high octain action pack famili fun design age 8 simpl use even parent add batteri you'r readi battl six player per bonus pack power tag bonus pack contain 4 lazer tag gun 4 vest 2 battl blaster 6 power tag player per set limit number player join match addit set number player unlimit messfre action pack fun offer hour play power tag offer guarante satisfact moment power get kid activ away screen hour time integr sensori feedback power tag premium design function excit entertain hear realist gun sound fire feel chest plate vibrat everi hit see gear flash flicker puls team color life indic light creat extrem laser tag experi ideal play lowlight environ power tag work well indoor outdoor ultim gift power tag great choic christma present boy girl birthday special occas spoil big littl kid life ultim game laser tag power tag,0.0,1151.0,0.0,67.90964378801043,883
27,https://www.uselessthingstobuy.com/product/kit-cat-clock-in-movies/,"Wed, 24 Apr 2019 19:24:08 +0000",kit cat clock movi,featur kit cat clock movi classic kitcat wall clock base belov vintag design featur wag pendulum tail roll eye black bodi tail oval face arab numer white includ standard white tie plus red tie perfect special occas measur 15 12 inch tall made usa run 2 c batteri includ kitcat klock around 80 year becom indel part american histori happi catchi look you'r look upgrad version check kit cat clock assembl swarovski crystal,94.0,16788.0,0.005599237550631403,14.19091017393376,421
28,https://www.uselessthingstobuy.com/product/brain-coasters-set/,"Wed, 24 Apr 2019 20:28:34 +0000",brain coaster set,celebr cerebr matter brain coaster set pack 10 coaster featur slice brain stack togeth complet full brain wonder smart sophist friend think coaster made glass featur 4 rubber feet traction never headach coaster label piec brain back togeth smart love furnitur coaster perfect mayb you'r doctor protect desk brain slice perfect gift home grab set brain coaster they'r gone coaster measur 4inch would go amaz beauti brain anatomi art set wall,5.0,584.0,0.008561643835616438,21.467465753424662,440
29,https://www.uselessthingstobuy.com/product/triceratops-taco-holder-set/,"Wed, 24 Apr 2019 20:57:42 +0000",triceratop taco holder set,introduc triceratop taco holder born 90s there 90 chanc love triceratop rememb touch scene jurass park one paleontologist emot melt sight one beauti dinosaur fuck yes first ultim taco holder thought extinct prehistor triceratop back she readi carri two favorit taco second shot start jurass taco tuesday devour taco style next taco night cours dinosaur taco prehistor awesom best taco tricerataco hold toast waffl sandwich much plus look high qualiti design 100percent foodsaf ab plastic taco holder handl anyth triceratop taco holder set complet food safe fda approv materi 100 foodsaf bpafre made real dinosaur,6.0,607.0,0.009884678747940693,29.663920922570014,612
30,https://www.uselessthingstobuy.com/product/skeleton-of-cat-and-candle/,"Wed, 24 Apr 2019 21:22:13 +0000",skeleton cat candl,introduc skeleton cat candl melt reveal metal bone cat great cat lover plus edgi super cute get girlfriend origin burn cat skeleton candl cute cat shape candl reveal wild beast insid grin metal skeleton fire blaze eye give gift melts…th soul whether it halloween parti amongst friend kisa sure draw eye toward burn stare packag beauti geometr print gift box made paraffin wax cotton wick aluminum burn approxim 20 hour size candl 67″ x 29″ x 45″ plate 8″ diamet 05″ deep packag contain 1 kisa candl pink 1 plate,1.0,582.0,0.001718213058419244,38.06357388316151,511
31,https://www.uselessthingstobuy.com/product/penis-bbq-apron/,"Wed, 24 Apr 2019 21:37:16 +0000",peni bbq apron,introduc small peni bbq apron love cook stay clean also like tell peopl small dick gift apron may look ordinari mani mani function first keep clean second remind other transitori state exist import tell small dick without say word also bbqing adjust apron immedi identifi master chef hometh front pocket apron give place hold onto season packet meat thermomet grill slip recip cardsthi adjust apron machinewash fadeproof resist wrinkl shrinkagewhen present pictureperfect delect meal without much greas spot cloth famili friend applaud culinari expertis might also enjoy “i love rub meat” apron,244.0,8835.0,0.02761743067345784,13.521901528013586,594
32,https://www.uselessthingstobuy.com/product/pizza-blanket/,"Thu, 25 Apr 2019 12:13:12 +0000",pizza blanket,introduc realitst pizza blanket love pizza want show throw couch first pizza blanket made incred soft warm fleec cozi couch insid delici look pizza size 182cm pretti big product real use keep warm remind yummi pizza blanket shape like pizza great gift anyon especi crazi also goe well hamburg blanket,320.0,18327.0,0.017460577290336662,10.050090031101655,300
33,https://www.uselessthingstobuy.com/product/cat-butt-tissue-holder/,"Thu, 25 Apr 2019 12:25:17 +0000",cat butt tissu holder,cat butt tissu holder hilari dispens tissu also give good laugh need imagin friend upset need tissu see serious work wonder kitti love help – keep tissu close hand help trusti felin friend certain get laugh start convers guest quirki cat butt tissu holder tradit size – fit standard squar tissu box fun piec – add humor bathroom kitchen bedroom make great gift – cat lover far wide chuckl love hilari tissu box holder,2.0,760.0,0.002631578947368421,43.61315789473685,417
34,https://www.uselessthingstobuy.com/product/dick-trophy/,"Thu, 25 Apr 2019 12:41:17 +0000",dick trophi,golden dick trophi introduc dick trophi imagin award ceremoni serious wtf funni wouldn't honor receiv scenario hundr fun team offic fratern soror trivia award name suggest dick day award dick year big dick award world smallest willi best dick trophi accord amazon dick trophi easi oper compact portabl make experi wonder lightweight easi carri everywher want go think silli award perfect trophi laugh fun new interest gift make laugh parti 100 new product,544.0,21275.0,0.025569917743830783,7.5547356051703884,455
35,https://www.uselessthingstobuy.com/product/game-of-thrones-socks/,"Thu, 25 Apr 2019 16:26:38 +0000",game throne sock,limit edit game throne sock set includ 4 pair everyon favorit charact imagin tyrion lannist jon snow khaleesi arya stark feet set must everi game throne fan one size fit sock comfort fit men women even big kid get game throne sock time final season perfect gift game throne fan sock high qualiti extrem comfort sock amplifi view experi final season game throne switch wear tyrion jon snow khaleesi arya sock game throne gift never fun game throne sock never cool 11 reason sock best – world first experienti sock – high qualiti comfort wear – hairi toe featur comfort fun prevent hole toe – charact super fun great social media pic – face bring sock life top bottom sock – design fit men women one comfort size – limit edit consid collect – trade one sock friend mix match – truli uniqu sock planet earth look like noth els – final sock peopl love get gift – look great ankl even better shoe come,14.0,1699.0,0.00824014125956445,29.971748087110065,896
36,https://www.uselessthingstobuy.com/product/llama-string-lights/,"Sat, 27 Apr 2019 09:07:02 +0000",llama string light,“i hate llamas” said one ever llama string light best make perfect housewarm gift love llama mean everyon add light life fun summer llama string light cute llama sure bring uniqu sparkl summer decor cool light would great addit outsid parti theme birthday product featur color clear bulb white wire number bulb string 10 bulb size mini space bulb 7″ light length 6′ total length 85′ 24″ lead cord 55″ tail cord addit product featur super bright bulb ul list indoor outdoor use come replac bulb spare fuse contain endtoend connector allow connect multipl set togeth exceed 210 watt 96 watt 08 amp materi plastic,4.0,1094.0,0.003656307129798903,42.320840950639855,610
37,https://www.uselessthingstobuy.com/product/stuffed-animal-french-fries/,"Sat, 27 Apr 2019 09:22:19 +0000",stuf anim french fri,look cute stuf anim french fri come littl stuf anim box piec ador smile weird yes kind creepi also cute great gift weird friend like cute thing stuf anim french fri includ box 5 individu french fri french fri taken box play piec littl happi smile french fri box materi short plush insert materi pp cotton make great gift littl kid babi belov girlfriend perfect workmanship add glamor note festiv decor make uniqu prestigi gift sever size choic,7.0,1387.0,0.005046863734679163,37.36697909156453,443
38,https://www.uselessthingstobuy.com/product/toilet-mini-golf/,"Sat, 27 Apr 2019 09:31:38 +0000",toilet mini golf,introduc toilet mini golf total hilari offthewal game provid hour entertain allow one relax play favorit game set come put green cup flag 2 golf ball putter disturb door hanger toilet mini golf come full color design gift box perfect gift anyon relax get club practic put potti time perfect birdi way never local golf club need gift golf mad friend neighbor toilet golf set independ test safeti qualiti control happi barwench product welcom return,6.0,1352.0,0.004437869822485207,45.92677514792899,447
39,https://www.uselessthingstobuy.com/product/screaming-goat-toy/,"Sat, 27 Apr 2019 09:42:59 +0000",scream goat toy,goat hilari scream goat toy figurin can't get enough hilari goat youtub buy product 🍓 goat statuett bleat bloodcurdl scream 🍓 press cut ring tree stump base activ scream 🍓 batteri oper batteri includ lr41 button cell 🍓 includ 32page leaflet goat fact scream goat toy perfect gift goatlov anyon lol scream goat put desk offic,823.0,36088.0,0.022805364664154292,13.769036798935936,324
40,https://www.uselessthingstobuy.com/product/beer-pong-on-fire-game-variation/,"Sat, 27 Apr 2019 09:55:12 +0000",beer pong fire game variat,take beer pong next level beer pong fire game variat like battleship also like beer pong game play team align sixteen cup 4×4 squar format rerack team start 6 ship card construct 3 total ship team must creat ship 3 card straight line anoth 2 card straight line singl card ship extra card provid larger game random pull 10 remain nonship card includ “water miss” card powerup card win must “sink” oppos team ship team hit oppos team ship must declar hit andor sunk strateg place everi beerproof card drawn insid cup great gift love beer pong want varieti beer pong fire game variat great way mix next hous parti,8.0,1319.0,0.0060652009097801355,35.095526914329035,610
41,https://www.uselessthingstobuy.com/product/sriracha-key-chain-set/,"Sat, 27 Apr 2019 12:47:25 +0000",sriracha key chain set,sriracha key chain set make sure you'r alway carri around perfect amount spice product best seller sriracha enthusiast want spice live closest friend love one want add kick meal onthego look packag sriracha key chain set come three extra small three small bottl also includ enough sriracha fill product detail sriracha2go bottl sold empti readi fill huy fong sriracha packag includ enough huy fong sriracha fill 3 minis2g 3 sriracha2go sriracha2go bpa free tsa friend packag includ 3 – sriracha2go 3 – mini s2g 1 – 17 oz huy fong sriracha tip show love sriracha big 20 oz mug,1.0,652.0,0.0015337423312883436,52.57515337423313,575
