,URL,Query,Clicks,Impressions,CTR,Position
80,'https://www.uselessthingstobuy.com/product/real-human-bones-for-sale/','real human bones for sale',17.0,289.0,0.058823529411764705,10.42560553633218
81,'https://www.uselessthingstobuy.com/product/toblerone-extra-large-jumbo-4-5-kg-toblerone-bar/','biggest toblerone you can buy',17.0,408.0,0.041666666666666664,4.8161764705882355
82,'https://www.uselessthingstobuy.com/product/toblerone-extra-large-jumbo-4-5-kg-toblerone-bar/','toblerone extra large',17.0,266.0,0.06390977443609022,2.3120300751879697
83,'https://www.uselessthingstobuy.com/product/toblerone-extra-large-jumbo-4-5-kg-toblerone-bar/','toblerone big bar',16.0,1950.0,0.008205128205128205,2.6533333333333333
84,'https://www.uselessthingstobuy.com/product/canned-unicorn-meat/','can of unicorn meat',15.0,177.0,0.0847457627118644,2.898305084745763
85,'https://www.uselessthingstobuy.com/product/give-nothing-for-the-person-who-has-everything/','nothing for a person who has everything',15.0,130.0,0.11538461538461539,2.253846153846154
86,'https://www.uselessthingstobuy.com/product/screaming-goat-toy/','screaming goat figurine',15.0,1830.0,0.00819672131147541,9.698907103825137
87,'https://www.uselessthingstobuy.com/product/toblerone-extra-large-jumbo-4-5-kg-toblerone-bar/','4.5kg toblerone australia',15.0,428.0,0.035046728971962614,7.537383177570093
88,'https://www.uselessthingstobuy.com/product/toblerone-extra-large-jumbo-4-5-kg-toblerone-bar/','largest toblerone bar for sale',15.0,343.0,0.043731778425655975,5.274052478134111
89,'https://www.uselessthingstobuy.com/product/toblerone-extra-large-jumbo-4-5-kg-toblerone-bar/','toblerone 4.5kg price',15.0,739.0,0.02029769959404601,4.096075778078484
90,'https://www.uselessthingstobuy.com/product/toblerone-extra-large-jumbo-4-5-kg-toblerone-bar/','toblerone large bar',15.0,812.0,0.01847290640394089,2.5036945812807883
91,'https://www.uselessthingstobuy.com/product/canned-unicorn-meat/','unicorn meat for sale',14.0,82.0,0.17073170731707318,2.475609756097561
92,'https://www.uselessthingstobuy.com/product/dick-trophy/','golden dick award',14.0,413.0,0.03389830508474576,6.3559322033898304
93,'https://www.uselessthingstobuy.com/product/grilled-cheesus-christ-maker/','jesus grilled cheese maker',14.0,430.0,0.03255813953488372,6.148837209302326
94,'https://www.uselessthingstobuy.com/product/prime-55-gallon-drum-of-lube/','drum of lube',14.0,1165.0,0.01201716738197425,8.454935622317596
95,'https://www.uselessthingstobuy.com/product/toblerone-extra-large-jumbo-4-5-kg-toblerone-bar/','toblerone and on and on where to buy',14.0,207.0,0.06763285024154589,7.927536231884058
96,'https://www.uselessthingstobuy.com/product/uranium-ore-for-sale/','buy uranium ore',14.0,215.0,0.06511627906976744,9.311627906976744
97,'https://www.uselessthingstobuy.com/product/canned-unicorn-meat/','unicorn canned meat',13.0,310.0,0.041935483870967745,2.4322580645161294
98,'https://www.uselessthingstobuy.com/product/prime-55-gallon-drum-of-lube/','55 gallon lube',13.0,1343.0,0.00967982129560685,15.507073715562175
99,'https://www.uselessthingstobuy.com/product/real-human-bones-for-sale/','real human bones',13.0,660.0,0.019696969696969695,6.134848484848485
100,'https://www.uselessthingstobuy.com/product/toblerone-extra-large-jumbo-4-5-kg-toblerone-bar/','giant toblerone 4.5kg bar',13.0,402.0,0.03233830845771144,6.111940298507463
