,URL,Clicks,Impressions,CTR,Position
197,['https://www.uselessthingstobuy.com/product/portable-pizza-pouch-for-the-pizza-lovers/'],0.0,277.0,0.0,31.15523465703971
198,['https://www.uselessthingstobuy.com/product/tamagotchi-logo-t-shirt/'],0.0,735.0,0.0,36.8734693877551
199,['https://www.uselessthingstobuy.com/product/the-extraordinary-book-of-useless-information-the-most-fascinating-facts-that-dont-really-matter/'],0.0,392.0,0.0,51.25765306122449
200,['https://www.uselessthingstobuy.com/product/three-martini-playdate-book/'],0.0,140.0,0.0,41.792857142857144
201,['https://www.uselessthingstobuy.com/product/trump-fortune-teller/'],0.0,21.0,0.0,40.57142857142857
202,['https://www.uselessthingstobuy.com/product/trump-toilet-bobble-head-trump-tweets-while-taking-a-dump/'],0.0,125.0,0.0,30.168
203,['https://www.uselessthingstobuy.com/product/unicorn-finger-puppet/'],0.0,459.0,0.0,49.23747276688453
204,['https://www.uselessthingstobuy.com/product/unicorn-toilet-paper-roll/'],0.0,613.0,0.0,20.371941272430668
205,['https://www.uselessthingstobuy.com/product/wall-sign-lighting-sexy-neon-light-sign/'],0.0,131.0,0.0,58.69465648854962
206,['https://www.uselessthingstobuy.com/product/wheres-the-food-baby-bib/'],0.0,2.0,0.0,36.0
207,['https://www.uselessthingstobuy.com/product/wine-bottle-ugly-christmas-sweater-set/'],0.0,211.0,0.0,40.127962085308056
208,['https://www.uselessthingstobuy.com/product/yoda-force-bookend/'],0.0,1391.0,0.0,38.97483824586628
